chr1	1	10000000	1	1000000
chr1	1	10000000	1000001	2000000
chr1	1	10000000	2000001	3000000
chr1	1	10000000	3000001	4000000
chr1	1	10000000	4000001	5000000
chr1	1	10000000	5000001	6000000
chr1	1	10000000	6000001	7000000
chr1	1	10000000	7000001	8000000
chr1	1	10000000	8000001	9000000
chr1	1	10000000	9000001	10000000
chr1	10000001	20000000	10000001	11000000
chr1	10000001	20000000	11000001	12000000
chr1	10000001	20000000	12000001	13000000
chr1	10000001	20000000	13000001	14000000
chr1	10000001	20000000	14000001	15000000
chr1	10000001	20000000	15000001	16000000
chr1	10000001	20000000	16000001	17000000
chr1	10000001	20000000	17000001	18000000
chr1	10000001	20000000	18000001	19000000
chr1	10000001	20000000	19000001	20000000
chr1	20000001	30000000	20000001	21000000
chr1	20000001	30000000	21000001	22000000
chr1	20000001	30000000	22000001	23000000
chr1	20000001	30000000	23000001	24000000
chr1	20000001	30000000	24000001	25000000
chr1	20000001	30000000	25000001	26000000
chr1	20000001	30000000	26000001	27000000
chr1	20000001	30000000	27000001	28000000
chr1	20000001	30000000	28000001	29000000
chr1	20000001	30000000	29000001	30000000
chr1	30000001	40000000	30000001	31000000
chr1	30000001	40000000	31000001	32000000
chr1	30000001	40000000	32000001	33000000
chr1	30000001	40000000	33000001	34000000
chr1	30000001	40000000	34000001	35000000
chr1	30000001	40000000	35000001	36000000
chr1	30000001	40000000	36000001	37000000
chr1	30000001	40000000	37000001	38000000
chr1	30000001	40000000	38000001	39000000
chr1	30000001	40000000	39000001	40000000
chr1	40000001	50000000	40000001	41000000
chr1	40000001	50000000	41000001	42000000
chr1	40000001	50000000	42000001	43000000
chr1	40000001	50000000	43000001	44000000
chr1	40000001	50000000	44000001	45000000
chr1	40000001	50000000	45000001	46000000
chr1	40000001	50000000	46000001	47000000
chr1	40000001	50000000	47000001	48000000
chr1	40000001	50000000	48000001	49000000
chr1	40000001	50000000	49000001	50000000
chr1	50000001	60000000	50000001	51000000
chr1	50000001	60000000	51000001	52000000
chr1	50000001	60000000	52000001	53000000
chr1	50000001	60000000	53000001	54000000
chr1	50000001	60000000	54000001	55000000
chr1	50000001	60000000	55000001	56000000
chr1	50000001	60000000	56000001	57000000
chr1	50000001	60000000	57000001	58000000
chr1	50000001	60000000	58000001	59000000
chr1	50000001	60000000	59000001	60000000
chr1	60000001	70000000	60000001	61000000
chr1	60000001	70000000	61000001	62000000
chr1	60000001	70000000	62000001	63000000
chr1	60000001	70000000	63000001	64000000
chr1	60000001	70000000	64000001	65000000
chr1	60000001	70000000	65000001	66000000
