chr1	1	10000000	1	10000000
chr1	10000001	20000000	10000001	20000000
chr1	20000001	30000000	20000001	30000000
chr1	30000001	40000000	30000001	40000000
chr1	40000001	50000000	40000001	50000000
chr1	50000001	60000000	50000001	60000000
chr1	60000001	70000000	60000001	70000000
chr1	70000001	80000000	70000001	80000000
chr1	80000001	90000000	80000001	90000000
chr1	90000001	100000000	90000001	100000000
chr1	100000001	110000000	100000001	110000000
chr1	110000001	120000000	110000001	120000000
chr1	120000001	130000000	120000001	130000000
chr1	130000001	140000000	130000001	140000000
chr1	140000001	150000000	140000001	150000000
chr1	150000001	160000000	150000001	160000000
chr1	160000001	170000000	160000001	170000000
chr1	170000001	180000000	170000001	180000000
chr1	180000001	190000000	180000001	190000000
chr1	190000001	200000000	190000001	200000000
chr1	200000001	210000000	200000001	210000000
chr1	210000001	220000000	210000001	220000000
chr1	220000001	230000000	220000001	230000000
chr1	230000001	240000000	230000001	240000000
chr1	240000001	248956422	240000001	248956422
chr2	1	10000000	1	10000000
chr2	10000001	20000000	10000001	20000000
chr2	20000001	30000000	20000001	30000000
chr2	30000001	40000000	30000001	40000000
chr2	40000001	50000000	40000001	50000000
chr2	50000001	60000000	50000001	60000000
chr2	60000001	70000000	60000001	70000000
chr2	70000001	80000000	70000001	80000000
chr2	80000001	90000000	80000001	90000000
chr2	90000001	100000000	90000001	100000000
chr2	100000001	110000000	100000001	110000000
chr2	110000001	120000000	110000001	120000000
chr2	120000001	130000000	120000001	130000000
chr2	130000001	140000000	130000001	140000000
chr2	140000001	150000000	140000001	150000000
chr2	150000001	160000000	150000001	160000000
chr2	160000001	170000000	160000001	170000000
chr2	170000001	180000000	170000001	180000000
chr2	180000001	190000000	180000001	190000000
chr2	190000001	200000000	190000001	200000000
chr2	200000001	210000000	200000001	210000000
chr2	210000001	220000000	210000001	220000000
chr2	220000001	230000000	220000001	230000000
chr2	230000001	240000000	230000001	240000000
chr2	240000001	242193529	240000001	242193529
chr3	1	10000000	1	10000000
chr3	10000001	20000000	10000001	20000000
chr3	20000001	30000000	20000001	30000000
chr3	30000001	40000000	30000001	40000000
chr3	40000001	50000000	40000001	50000000
chr3	50000001	60000000	50000001	60000000
chr3	60000001	70000000	60000001	70000000
chr3	70000001	80000000	70000001	80000000
chr3	80000001	90000000	80000001	90000000
chr3	90000001	100000000	90000001	100000000
chr3	100000001	110000000	100000001	110000000
chr3	110000001	120000000	110000001	120000000
chr3	120000001	130000000	120000001	130000000
chr3	130000001	140000000	130000001	140000000
chr3	140000001	150000000	140000001	150000000
chr3	150000001	160000000	150000001	160000000
chr3	160000001	170000000	160000001	170000000
chr3	170000001	180000000	170000001	180000000
chr3	180000001	190000000	180000001	190000000
chr3	190000001	198295559	190000001	198295559
chr4	1	10000000	1	10000000
chr4	10000001	20000000	10000001	20000000
chr4	20000001	30000000	20000001	30000000
chr4	30000001	40000000	30000001	40000000
chr4	40000001	50000000	40000001	50000000
chr4	50000001	60000000	50000001	60000000
chr4	60000001	70000000	60000001	70000000
chr4	70000001	80000000	70000001	80000000
chr4	80000001	90000000	80000001	90000000
chr4	90000001	100000000	90000001	100000000
chr4	100000001	110000000	100000001	110000000
chr4	110000001	120000000	110000001	120000000
chr4	120000001	130000000	120000001	130000000
chr4	130000001	140000000	130000001	140000000
chr4	140000001	150000000	140000001	150000000
chr4	150000001	160000000	150000001	160000000
chr4	160000001	170000000	160000001	170000000
chr4	170000001	180000000	170000001	180000000
chr4	180000001	190000000	180000001	190000000
chr4	190000001	190214555	190000001	190214555
chr5	1	10000000	1	10000000
chr5	10000001	20000000	10000001	20000000
chr5	20000001	30000000	20000001	30000000
chr5	30000001	40000000	30000001	40000000
chr5	40000001	50000000	40000001	50000000
chr5	50000001	60000000	50000001	60000000
chr5	60000001	70000000	60000001	70000000
chr5	70000001	80000000	70000001	80000000
chr5	80000001	90000000	80000001	90000000
chr5	90000001	100000000	90000001	100000000
chr5	100000001	110000000	100000001	110000000
chr5	110000001	120000000	110000001	120000000
chr5	120000001	130000000	120000001	130000000
chr5	130000001	140000000	130000001	140000000
chr5	140000001	150000000	140000001	150000000
chr5	150000001	160000000	150000001	160000000
chr5	160000001	170000000	160000001	170000000
